source_path,intended_path,size_bytes,reason,category
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_auc_cells_source.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_auc_cells_source.pdf,4650125,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_auc_group_source.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_auc_group_source.pdf,74342,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_group_heatmap_source.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_group_heatmap_source.pdf,78941,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_top5_AZFc_Del.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_top5_AZFc_Del.pdf,132195,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_top5_Ctrl.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_top5_Ctrl.pdf,137502,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_top5_KS.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_top5_KS.pdf,131895,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_top5_iNOA_B.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_top5_iNOA_B.pdf,134799,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure4_source_data/raw_support/Fig4F_regulon_top5_iNOA_S.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure4_source_data/raw_support/Fig4F_regulon_top5_iNOA_S.pdf,133878,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_code/figure5_plots/Figure5_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure5_code/figure5_plots/Figure5_main.png,1074380,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_code/figure5_plots/Figure5_main.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure5_code/figure5_plots/Figure5_main.svg,823488,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5A_UMAP_LC_group.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5A_UMAP_LC_group.pdf,668608,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5A_UMAP_LC_stage.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5A_UMAP_LC_stage.pdf,20562308,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5A_monocle2_facet_group.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5A_monocle2_facet_group.pdf,4627304,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5E_AZFc_umap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5E_AZFc_umap.pdf,3254057,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5E_KS_umap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5E_KS_umap.pdf,3278687,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5E_ctrl_umap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5E_ctrl_umap.pdf,3241120,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5E_iNOA_B_umap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5E_iNOA_B_umap.pdf,3251677,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5E_iNOA_S_umap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5E_iNOA_S_umap.pdf,3287797,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5F_LC_down_GO_ALL1.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5F_LC_down_GO_ALL1.pdf,139804,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Fig5G_dotplot_panel.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Fig5G_dotplot_panel.pdf,52017,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Figure 5_20250513.ai,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Figure 5_20250513.ai,10736288,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure5_source_data/raw_support/Figure 5_20251210.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure5_source_data/raw_support/Figure 5_20251210.png,1312630,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/Fig6C_dotplot_LCa_replot.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/Fig6C_dotplot_LCa_replot.pdf,20692,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/Fig6D_dotplot_ST_replot.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/Fig6D_dotplot_ST_replot.pdf,20309,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6A_LC_ligands_ctrl.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6A_LC_ligands_ctrl.pdf,80644,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6A_LC_ligands_disease.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6A_LC_ligands_disease.pdf,81343,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6A_LC_receptors_ctrl.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6A_LC_receptors_ctrl.pdf,77796,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6A_LC_receptors_disease.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6A_LC_receptors_disease.pdf,77334,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6B_OmicStudio_Bubble_Pro.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6B_OmicStudio_Bubble_Pro.pdf,10007,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6B_chat_original.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6B_chat_original.R,2572,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6E_LCa_volcano_go_panel.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6E_LCa_volcano_go_panel.pdf,9194032,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6E_group1_volcano.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6E_group1_volcano.pdf,755377,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6E_group1_volcano.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6E_group1_volcano.png,59345,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support/Fig6E_group1_volcano.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support/Fig6E_group1_volcano.svg,2358637,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总/LC-down汇总.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总/LC-down汇总.pdf,6338,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总/LC汇总-Up.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总/LC汇总-Up.pdf,6424,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总/未命名.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总/未命名.R,1280,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-down-top15.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-down-top15.pdf,7022,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-down汇总.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-down汇总.pdf,6338,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-up-top15.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC-up-top15.pdf,7063,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC汇总-Up.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总top15/LC汇总-Up.pdf,6424,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure6_source_data/raw_support_panelE/LC-GO汇总top15/未命名.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure6_source_data/raw_support_panelE/LC-GO汇总top15/未命名.R,1277,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_code/fig7_plots/Figure7_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure7_code/fig7_plots/Figure7_main.png,1010156,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_code/fig7_plots/Figure7_main.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure7_code/fig7_plots/Figure7_main.svg,1454642,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7A_P20073103_Citrate_cycle_TCA_cycle_scMeta_fea.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7A_P20073103_Citrate_cycle_TCA_cycle_scMeta_fea.pdf,5256272,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7A_P20073103_Glycolysis_Gluconeogenesis_scMeta_fea.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7A_P20073103_Glycolysis_Gluconeogenesis_scMeta_fea.pdf,5212743,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7A_P20073103_Oxidative_phosphorylation_scMeta_fea.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7A_P20073103_Oxidative_phosphorylation_scMeta_fea.pdf,2453647,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7B_extract_diagram_genes.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7B_extract_diagram_genes.R,4119,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7B_late_stage_diagram_genes_log2fc_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7B_late_stage_diagram_genes_log2fc_heatmap.pdf,7351,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7B_make_diagram_log2fc_heatmap.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7B_make_diagram_log2fc_heatmap.R,2317,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7B_make_metabolism_plots.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7B_make_metabolism_plots.R,6233,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7C_ST_lactate_export_violin_MCT4_LDHA.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7C_ST_lactate_export_violin_MCT4_LDHA.pdf,42945,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7D_late_stage_oxphos_score_violin.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7D_late_stage_oxphos_score_violin.pdf,30415,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7E_Figure7_lactate_shuttle_dotplots_combined.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7E_Figure7_lactate_shuttle_dotplots_combined.pdf,12151,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7E_Late_primary_SPCs_lactate_uptake_dotplot.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7E_Late_primary_SPCs_lactate_uptake_dotplot.pdf,7624,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7E_Round_spermatids_lactate_uptake_dotplot.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7E_Round_spermatids_lactate_uptake_dotplot.pdf,7401,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7E_ST_lactate_export_dotplot.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7E_ST_lactate_export_dotplot.pdf,7796,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure7_source_data/raw_support/Fig7E_make_dotplots.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure7_source_data/raw_support/Fig7E_make_dotplots.R,4090,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/Figure8_main_from_source_data.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/Figure8_main_from_source_data.png,1441893,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/Figure8_main_from_source_data.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/Figure8_main_from_source_data.svg,624409,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9A_divergence.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9A_divergence.png,425082,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9A_divergence.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9A_divergence.svg,282981,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9BG_violin_grid.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9BG_violin_grid.png,723175,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9BG_violin_grid.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9BG_violin_grid.svg,259325,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9HIJK_combined.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9HIJK_combined.png,420816,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9HIJK_combined.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9HIJK_combined.svg,124447,excluded_extension_or_plot_asset,code
